MAG,Total EET,EET Porin, Outer Surface MHC in PCC, Outer Surface MHC, Periplasmic MHC in PCC
Ki3-D1_megahit_metabat_bin-1450,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1184,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1548,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0614,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0199,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1482,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0726,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0807,3,0,2,0,1
Ki3-D1_megahit_metabat_bin-1479,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0942,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1452,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0051,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0045,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0629,2,1,0,1,0
Ki3-D1_megahit_metabat_bin-0838,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1319,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0661,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0328,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0544,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1390,1,0,1,0,0
Ki3-D1_megahit_metabat_bin-0069,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1320,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0545,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0924,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0009,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0498,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0790,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0363,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0503,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1439,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0430,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0788,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0669,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1209,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0846,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0168,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0637,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0330,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1291,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1269,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0497,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0962,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0640,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0379,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0012,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1594,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0491,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0835,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1022,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0890,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1613,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0015,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0701,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0776,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0510,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-0264,0,0,0,0,0
Ki3-D1_megahit_metabat_bin-1035,0,0,0,0,0
